url,ref,cor,status,error
https://photo.anselmi.ind.br/cache/Fotos/18023_B02_1024.jpg,018023,B02,404,
https://photo.anselmi.ind.br/cache/Fotos/18023_B85_1024.jpg,018023,B85,404,
https://photo.anselmi.ind.br/cache/Fotos/32374_01_1024.jpg,032374,001,404,
https://photo.anselmi.ind.br/cache/Fotos/910_01_1024.jpg,000910,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/18023_978_1024.jpg,018023,978,404,
https://photo.anselmi.ind.br/cache/Fotos/24843_10_1024.jpg,024843,010,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_837_1024.jpg,014279,837,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_B42_1024.jpg,014279,B42,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_C57_1024.jpg,014279,C57,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_A39_1024.jpg,014279,A39,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_C31_1024.jpg,014279,C31,404,
https://photo.anselmi.ind.br/cache/Fotos/861_01_1024.jpg,000861,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_B24_1024.jpg,014279,B24,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_775_1024.jpg,014279,775,404,
https://photo.anselmi.ind.br/cache/Fotos/855_01_1024.jpg,000855,001,404,
https://photo.anselmi.ind.br/cache/Fotos/705_01_1024.jpg,000705,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_C62_1024.jpg,014279,C62,404,
https://photo.anselmi.ind.br/cache/Fotos/865_01_1024.jpg,000865,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/718_01_1024.jpg,000718,001,404,
https://photo.anselmi.ind.br/cache/Fotos/730_01_1024.jpg,000730,001,404,
https://photo.anselmi.ind.br/cache/Fotos/613_01_1024.jpg,000613,001,404,
https://photo.anselmi.ind.br/cache/Fotos/852_01_1024.jpg,000852,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/542_01_1024.jpg,000542,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_B85_1024.jpg,014279,B85,404,
https://photo.anselmi.ind.br/cache/Fotos/869_01_1024.jpg,000869,001,404,
https://photo.anselmi.ind.br/cache/Fotos/625_01_1024.jpg,000625,001,404,
https://photo.anselmi.ind.br/cache/Fotos/883_01_1024.jpg,000883,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/539_01_1024.jpg,000539,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/609_01_1024.jpg,000609,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14279_C56_1024.jpg,014279,C56,404,
https://photo.anselmi.ind.br/cache/Fotos/45506_03_1024.jpg,045506,003,404,
https://photo.anselmi.ind.br/cache/Fotos/25062_941_1024.jpg,025062,941,404,
https://photo.anselmi.ind.br/cache/Fotos/25062_976_1024.jpg,025062,976,404,
https://photo.anselmi.ind.br/cache/Fotos/640_01_1024.jpg,000640,001,404,
https://photo.anselmi.ind.br/cache/Fotos/25062_571_1024.jpg,025062,571,404,
https://photo.anselmi.ind.br/cache/Fotos/621_01_1024.jpg,000621,001,404,
https://photo.anselmi.ind.br/cache/Fotos/709_01_1024.jpg,000709,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/45688_05_1024.jpg,045688,005,404,
https://photo.anselmi.ind.br/cache/Fotos/737_01_1024.jpg,000737,001,404,
https://photo.anselmi.ind.br/cache/Fotos/742_01_1024.jpg,000742,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/25062_B24_1024.jpg,025062,B24,404,
https://photo.anselmi.ind.br/cache/Fotos/588_01_1024.jpg,000588,001,404,
https://photo.anselmi.ind.br/cache/Fotos/733_01_1024.jpg,000733,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/25062_A67_1024.jpg,025062,A67,404,
https://photo.anselmi.ind.br/cache/Fotos/14288_10_1024.jpg,014288,010,404,
https://photo.anselmi.ind.br/cache/Fotos/913_01_1024.jpg,000913,IND01,404,
https://photo.anselmi.ind.br/cache/Fotos/914_01_1024.jpg,000914,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14288_775_1024.jpg,014288,775,404,
https://photo.anselmi.ind.br/cache/Fotos/14288_921_1024.jpg,014288,921,404,
https://photo.anselmi.ind.br/cache/Fotos/24912_B24_1024.jpg,024912,B24,404,
https://photo.anselmi.ind.br/cache/Fotos/24912_116_1024.jpg,024912,116,404,
https://photo.anselmi.ind.br/cache/Fotos/917_01_1024.jpg,000917,001,404,
https://photo.anselmi.ind.br/cache/Fotos/14396_01_1024.jpg,014396,001,404,
https://photo.anselmi.ind.br/cache/Fotos/844_01_1024.jpg,000844,001,404,
